location_id,location,location_name,year,age_group_id,age_group,age_start,age_end,sex_id,sex,unit,metric,measure,mean,lower,upper
6,CHN,China,1990,21,80+ yrs,80,100,1,male,pct,overweight,prevalence,0.116,0.086,0.154
6,CHN,China,1990,21,80+ yrs,80,100,1,male,pct,obese,prevalence,0.02,0.013,0.03
6,CHN,China,1990,34,2 to 4 yrs,2,4,2,female,pct,obese,prevalence,0.087,0.063,0.117
6,CHN,China,1990,34,2 to 4 yrs,2,4,2,female,pct,overweight,prevalence,0.174,0.135,0.215
6,CHN,China,1990,36,"2 to 19 yrs, age-standardized",2,19,2,female,pct,obese,prevalence,0.039,0.032,0.048
6,CHN,China,1990,36,"2 to 19 yrs, age-standardized",2,19,2,female,pct,overweight,prevalence,0.082,0.07,0.094
6,CHN,China,1990,6,5 to 9 yrs,5,9,2,female,pct,overweight,prevalence,0.078,0.06,0.1
6,CHN,China,1990,6,5 to 9 yrs,5,9,2,female,pct,obese,prevalence,0.047,0.033,0.064
6,CHN,China,1990,7,10 to 14 yrs,10,14,2,female,pct,overweight,prevalence,0.054,0.04,0.071
6,CHN,China,1990,7,10 to 14 yrs,10,14,2,female,pct,obese,prevalence,0.015,0.01,0.022
6,CHN,China,1990,8,15 to 19 yrs,15,19,2,female,pct,overweight,prevalence,0.033,0.025,0.042
6,CHN,China,1990,8,15 to 19 yrs,15,19,2,female,pct,obese,prevalence,0.013,0.008,0.021
6,CHN,China,1990,9,20 to 24 yrs,20,24,2,female,pct,overweight,prevalence,0.053,0.044,0.064
6,CHN,China,1990,9,20 to 24 yrs,20,24,2,female,pct,obese,prevalence,0.014,0.009,0.019
6,CHN,China,1990,38,"20+ yrs, age-standardized",20,100,2,female,pct,obese,prevalence,0.023,0.021,0.026
6,CHN,China,1990,38,"20+ yrs, age-standardized",20,100,2,female,pct,overweight,prevalence,0.149,0.141,0.157
6,CHN,China,1990,10,25 to 29 yrs,25,29,2,female,pct,obese,prevalence,0.015,0.009,0.022
6,CHN,China,1990,10,25 to 29 yrs,25,29,2,female,pct,overweight,prevalence,0.086,0.073,0.101
6,CHN,China,1990,11,30 to 34 yrs,30,34,2,female,pct,overweight,prevalence,0.128,0.107,0.148
6,CHN,China,1990,11,30 to 34 yrs,30,34,2,female,pct,obese,prevalence,0.017,0.012,0.025
6,CHN,China,1990,12,35 to 39 yrs,35,39,2,female,pct,obese,prevalence,0.018,0.012,0.026
6,CHN,China,1990,12,35 to 39 yrs,35,39,2,female,pct,overweight,prevalence,0.124,0.107,0.143
6,CHN,China,1990,13,40 to 44 yrs,40,44,2,female,pct,overweight,prevalence,0.182,0.156,0.208
6,CHN,China,1990,13,40 to 44 yrs,40,44,2,female,pct,obese,prevalence,0.023,0.018,0.03
6,CHN,China,1990,14,45 to 49 yrs,45,49,2,female,pct,overweight,prevalence,0.185,0.155,0.216
6,CHN,China,1990,14,45 to 49 yrs,45,49,2,female,pct,obese,prevalence,0.021,0.015,0.029
6,CHN,China,1990,15,50 to 54 yrs,50,54,2,female,pct,obese,prevalence,0.033,0.023,0.045
6,CHN,China,1990,15,50 to 54 yrs,50,54,2,female,pct,overweight,prevalence,0.195,0.158,0.235
6,CHN,China,1990,16,55 to 59 yrs,55,59,2,female,pct,overweight,prevalence,0.242,0.201,0.286
6,CHN,China,1990,16,55 to 59 yrs,55,59,2,female,pct,obese,prevalence,0.039,0.028,0.052
6,CHN,China,1990,17,60 to 64 yrs,60,64,2,female,pct,obese,prevalence,0.037,0.026,0.049
6,CHN,China,1990,17,60 to 64 yrs,60,64,2,female,pct,overweight,prevalence,0.233,0.192,0.275
6,CHN,China,1990,18,65 to 69 yrs,65,69,2,female,pct,obese,prevalence,0.032,0.022,0.045
6,CHN,China,1990,18,65 to 69 yrs,65,69,2,female,pct,overweight,prevalence,0.207,0.172,0.249
6,CHN,China,1990,19,70 to 74 yrs,70,74,2,female,pct,overweight,prevalence,0.143,0.112,0.177
6,CHN,China,1990,19,70 to 74 yrs,70,74,2,female,pct,obese,prevalence,0.031,0.021,0.042
6,CHN,China,1990,20,75 to 79 yrs,75,79,2,female,pct,overweight,prevalence,0.129,0.097,0.164
6,CHN,China,1990,20,75 to 79 yrs,75,79,2,female,pct,obese,prevalence,0.024,0.016,0.036
6,CHN,China,1990,21,80+ yrs,80,100,2,female,pct,overweight,prevalence,0.124,0.092,0.161
6,CHN,China,1990,21,80+ yrs,80,100,2,female,pct,obese,prevalence,0.021,0.014,0.03
6,CHN,China,1990,34,2 to 4 yrs,2,4,3,both,pct,obese,prevalence,0.09,0.071,0.112
6,CHN,China,1990,34,2 to 4 yrs,2,4,3,both,pct,overweight,prevalence,0.182,0.151,0.216
6,CHN,China,1990,36,"2 to 19 yrs, age-standardized",2,19,3,both,pct,overweight,prevalence,0.091,0.081,0.1
6,CHN,China,1990,36,"2 to 19 yrs, age-standardized",2,19,3,both,pct,obese,prevalence,0.045,0.04,0.052
6,CHN,China,1990,6,5 to 9 yrs,5,9,3,both,pct,overweight,prevalence,0.082,0.066,0.098
6,CHN,China,1990,6,5 to 9 yrs,5,9,3,both,pct,obese,prevalence,0.054,0.042,0.067
6,CHN,China,1990,7,10 to 14 yrs,10,14,3,both,pct,overweight,prevalence,0.076,0.061,0.093
6,CHN,China,1990,7,10 to 14 yrs,10,14,3,both,pct,obese,prevalence,0.024,0.018,0.03
6,CHN,China,1990,8,15 to 19 yrs,15,19,3,both,pct,overweight,prevalence,0.036,0.03,0.044
6,CHN,China,1990,8,15 to 19 yrs,15,19,3,both,pct,obese,prevalence,0.019,0.014,0.027
6,CHN,China,1990,9,20 to 24 yrs,20,24,3,both,pct,obese,prevalence,0.014,0.011,0.018
6,CHN,China,1990,9,20 to 24 yrs,20,24,3,both,pct,overweight,prevalence,0.047,0.04,0.054
6,CHN,China,1990,38,"20+ yrs, age-standardized",20,100,3,both,pct,obese,prevalence,0.021,0.019,0.022
6,CHN,China,1990,38,"20+ yrs, age-standardized",20,100,3,both,pct,overweight,prevalence,0.132,0.127,0.138
6,CHN,China,1990,10,25 to 29 yrs,25,29,3,both,pct,overweight,prevalence,0.074,0.065,0.083
6,CHN,China,1990,10,25 to 29 yrs,25,29,3,both,pct,obese,prevalence,0.016,0.012,0.022
6,CHN,China,1990,11,30 to 34 yrs,30,34,3,both,pct,obese,prevalence,0.017,0.013,0.022
6,CHN,China,1990,11,30 to 34 yrs,30,34,3,both,pct,overweight,prevalence,0.115,0.102,0.13
6,CHN,China,1990,12,35 to 39 yrs,35,39,3,both,pct,overweight,prevalence,0.116,0.104,0.132
6,CHN,China,1990,12,35 to 39 yrs,35,39,3,both,pct,obese,prevalence,0.017,0.013,0.022
6,CHN,China,1990,13,40 to 44 yrs,40,44,3,both,pct,obese,prevalence,0.021,0.017,0.026
6,CHN,China,1990,13,40 to 44 yrs,40,44,3,both,pct,overweight,prevalence,0.155,0.137,0.173
6,CHN,China,1990,14,45 to 49 yrs,45,49,3,both,pct,overweight,prevalence,0.159,0.139,0.181
6,CHN,China,1990,14,45 to 49 yrs,45,49,3,both,pct,obese,prevalence,0.02,0.015,0.025
6,CHN,China,1990,15,50 to 54 yrs,50,54,3,both,pct,obese,prevalence,0.026,0.021,0.033
6,CHN,China,1990,15,50 to 54 yrs,50,54,3,both,pct,overweight,prevalence,0.173,0.151,0.201
6,CHN,China,1990,16,55 to 59 yrs,55,59,3,both,pct,obese,prevalence,0.03,0.023,0.037
6,CHN,China,1990,16,55 to 59 yrs,55,59,3,both,pct,overweight,prevalence,0.215,0.188,0.245
6,CHN,China,1990,17,60 to 64 yrs,60,64,3,both,pct,overweight,prevalence,0.199,0.173,0.229
6,CHN,China,1990,17,60 to 64 yrs,60,64,3,both,pct,obese,prevalence,0.028,0.022,0.035
6,CHN,China,1990,18,65 to 69 yrs,65,69,3,both,pct,obese,prevalence,0.027,0.021,0.035
6,CHN,China,1990,18,65 to 69 yrs,65,69,3,both,pct,overweight,prevalence,0.189,0.163,0.218
6,CHN,China,1990,19,70 to 74 yrs,70,74,3,both,pct,obese,prevalence,0.026,0.02,0.033
6,CHN,China,1990,19,70 to 74 yrs,70,74,3,both,pct,overweight,prevalence,0.14,0.117,0.163
6,CHN,China,1990,20,75 to 79 yrs,75,79,3,both,pct,obese,prevalence,0.023,0.017,0.03
6,CHN,China,1990,20,75 to 79 yrs,75,79,3,both,pct,overweight,prevalence,0.121,0.1,0.145
6,CHN,China,1990,21,80+ yrs,80,100,3,both,pct,obese,prevalence,0.02,0.015,0.027
6,CHN,China,1990,21,80+ yrs,80,100,3,both,pct,overweight,prevalence,0.121,0.098,0.149
6,CHN,China,1991,34,2 to 4 yrs,2,4,1,male,pct,obese,prevalence,0.093,0.067,0.125
6,CHN,China,1991,34,2 to 4 yrs,2,4,1,male,pct,overweight,prevalence,0.192,0.146,0.244
6,CHN,China,1991,36,"2 to 19 yrs, age-standardized",2,19,1,male,pct,obese,prevalence,0.052,0.043,0.061
6,CHN,China,1991,36,"2 to 19 yrs, age-standardized",2,19,1,male,pct,overweight,prevalence,0.103,0.089,0.119
6,CHN,China,1991,6,5 to 9 yrs,5,9,1,male,pct,obese,prevalence,0.061,0.043,0.083
6,CHN,China,1991,6,5 to 9 yrs,5,9,1,male,pct,overweight,prevalence,0.094,0.07,0.121
6,CHN,China,1991,7,10 to 14 yrs,10,14,1,male,pct,obese,prevalence,0.032,0.022,0.044
6,CHN,China,1991,7,10 to 14 yrs,10,14,1,male,pct,overweight,prevalence,0.099,0.074,0.129
6,CHN,China,1991,8,15 to 19 yrs,15,19,1,male,pct,obese,prevalence,0.025,0.016,0.038
6,CHN,China,1991,8,15 to 19 yrs,15,19,1,male,pct,overweight,prevalence,0.039,0.029,0.05
6,CHN,China,1991,9,20 to 24 yrs,20,24,1,male,pct,obese,prevalence,0.015,0.01,0.021
6,CHN,China,1991,9,20 to 24 yrs,20,24,1,male,pct,overweight,prevalence,0.043,0.035,0.053
6,CHN,China,1991,38,"20+ yrs, age-standardized",20,100,1,male,pct,overweight,prevalence,0.12,0.113,0.127
6,CHN,China,1991,38,"20+ yrs, age-standardized",20,100,1,male,pct,obese,prevalence,0.019,0.017,0.021
6,CHN,China,1991,10,25 to 29 yrs,25,29,1,male,pct,overweight,prevalence,0.065,0.053,0.079
6,CHN,China,1991,10,25 to 29 yrs,25,29,1,male,pct,obese,prevalence,0.018,0.011,0.026
6,CHN,China,1991,11,30 to 34 yrs,30,34,1,male,pct,overweight,prevalence,0.107,0.089,0.126
6,CHN,China,1991,11,30 to 34 yrs,30,34,1,male,pct,obese,prevalence,0.018,0.012,0.025
6,CHN,China,1991,12,35 to 39 yrs,35,39,1,male,pct,obese,prevalence,0.016,0.011,0.022
6,CHN,China,1991,12,35 to 39 yrs,35,39,1,male,pct,overweight,prevalence,0.114,0.096,0.136
6,CHN,China,1991,13,40 to 44 yrs,40,44,1,male,pct,obese,prevalence,0.019,0.013,0.025
6,CHN,China,1991,13,40 to 44 yrs,40,44,1,male,pct,overweight,prevalence,0.136,0.114,0.16
6,CHN,China,1991,14,45 to 49 yrs,45,49,1,male,pct,overweight,prevalence,0.139,0.113,0.166
6,CHN,China,1991,14,45 to 49 yrs,45,49,1,male,pct,obese,prevalence,0.019,0.013,0.027
6,CHN,China,1991,15,50 to 54 yrs,50,54,1,male,pct,overweight,prevalence,0.156,0.128,0.189
6,CHN,China,1991,15,50 to 54 yrs,50,54,1,male,pct,obese,prevalence,0.021,0.014,0.029
6,CHN,China,1991,16,55 to 59 yrs,55,59,1,male,pct,overweight,prevalence,0.193,0.158,0.232
6,CHN,China,1991,16,55 to 59 yrs,55,59,1,male,pct,obese,prevalence,0.022,0.016,0.03
6,CHN,China,1991,17,60 to 64 yrs,60,64,1,male,pct,overweight,prevalence,0.171,0.139,0.208
6,CHN,China,1991,17,60 to 64 yrs,60,64,1,male,pct,obese,prevalence,0.02,0.015,0.027
6,CHN,China,1991,18,65 to 69 yrs,65,69,1,male,pct,obese,prevalence,0.022,0.015,0.031
6,CHN,China,1991,18,65 to 69 yrs,65,69,1,male,pct,overweight,prevalence,0.174,0.141,0.213
6,CHN,China,1991,19,70 to 74 yrs,70,74,1,male,pct,overweight,prevalence,0.141,0.11,0.178
6,CHN,China,1991,19,70 to 74 yrs,70,74,1,male,pct,obese,prevalence,0.022,0.015,0.03
6,CHN,China,1991,20,75 to 79 yrs,75,79,1,male,pct,overweight,prevalence,0.114,0.086,0.149
6,CHN,China,1991,20,75 to 79 yrs,75,79,1,male,pct,obese,prevalence,0.022,0.015,0.031
6,CHN,China,1991,21,80+ yrs,80,100,1,male,pct,obese,prevalence,0.02,0.013,0.03
6,CHN,China,1991,21,80+ yrs,80,100,1,male,pct,overweight,prevalence,0.117,0.087,0.155
6,CHN,China,1991,34,2 to 4 yrs,2,4,2,female,pct,overweight,prevalence,0.179,0.141,0.221
6,CHN,China,1991,34,2 to 4 yrs,2,4,2,female,pct,obese,prevalence,0.087,0.063,0.116
6,CHN,China,1991,36,"2 to 19 yrs, age-standardized",2,19,2,female,pct,overweight,prevalence,0.086,0.075,0.099
6,CHN,China,1991,36,"2 to 19 yrs, age-standardized",2,19,2,female,pct,obese,prevalence,0.04,0.032,0.048
6,CHN,China,1991,6,5 to 9 yrs,5,9,2,female,pct,obese,prevalence,0.048,0.034,0.066
6,CHN,China,1991,6,5 to 9 yrs,5,9,2,female,pct,overweight,prevalence,0.086,0.067,0.109
6,CHN,China,1991,7,10 to 14 yrs,10,14,2,female,pct,obese,prevalence,0.016,0.01,0.022
6,CHN,China,1991,7,10 to 14 yrs,10,14,2,female,pct,overweight,prevalence,0.059,0.044,0.077
6,CHN,China,1991,8,15 to 19 yrs,15,19,2,female,pct,overweight,prevalence,0.033,0.026,0.041
6,CHN,China,1991,8,15 to 19 yrs,15,19,2,female,pct,obese,prevalence,0.013,0.008,0.021
6,CHN,China,1991,9,20 to 24 yrs,20,24,2,female,pct,obese,prevalence,0.014,0.009,0.02
6,CHN,China,1991,9,20 to 24 yrs,20,24,2,female,pct,overweight,prevalence,0.054,0.044,0.065
6,CHN,China,1991,38,"20+ yrs, age-standardized",20,100,2,female,pct,obese,prevalence,0.024,0.021,0.026
6,CHN,China,1991,38,"20+ yrs, age-standardized",20,100,2,female,pct,overweight,prevalence,0.151,0.144,0.159
6,CHN,China,1991,10,25 to 29 yrs,25,29,2,female,pct,obese,prevalence,0.015,0.009,0.022
6,CHN,China,1991,10,25 to 29 yrs,25,29,2,female,pct,overweight,prevalence,0.086,0.073,0.1
6,CHN,China,1991,11,30 to 34 yrs,30,34,2,female,pct,overweight,prevalence,0.132,0.113,0.152
6,CHN,China,1991,11,30 to 34 yrs,30,34,2,female,pct,obese,prevalence,0.017,0.012,0.025
6,CHN,China,1991,12,35 to 39 yrs,35,39,2,female,pct,overweight,prevalence,0.13,0.11,0.15
6,CHN,China,1991,12,35 to 39 yrs,35,39,2,female,pct,obese,prevalence,0.018,0.012,0.026
6,CHN,China,1991,13,40 to 44 yrs,40,44,2,female,pct,obese,prevalence,0.024,0.018,0.031
6,CHN,China,1991,13,40 to 44 yrs,40,44,2,female,pct,overweight,prevalence,0.184,0.158,0.211
6,CHN,China,1991,14,45 to 49 yrs,45,49,2,female,pct,obese,prevalence,0.021,0.015,0.029
6,CHN,China,1991,14,45 to 49 yrs,45,49,2,female,pct,overweight,prevalence,0.19,0.164,0.219
6,CHN,China,1991,15,50 to 54 yrs,50,54,2,female,pct,overweight,prevalence,0.199,0.166,0.236
6,CHN,China,1991,15,50 to 54 yrs,50,54,2,female,pct,obese,prevalence,0.034,0.024,0.045
6,CHN,China,1991,16,55 to 59 yrs,55,59,2,female,pct,overweight,prevalence,0.244,0.206,0.282
6,CHN,China,1991,16,55 to 59 yrs,55,59,2,female,pct,obese,prevalence,0.039,0.029,0.052
6,CHN,China,1991,17,60 to 64 yrs,60,64,2,female,pct,overweight,prevalence,0.239,0.202,0.278
6,CHN,China,1991,17,60 to 64 yrs,60,64,2,female,pct,obese,prevalence,0.038,0.027,0.05
6,CHN,China,1991,18,65 to 69 yrs,65,69,2,female,pct,obese,prevalence,0.033,0.023,0.045
6,CHN,China,1991,18,65 to 69 yrs,65,69,2,female,pct,overweight,prevalence,0.209,0.176,0.247
6,CHN,China,1991,19,70 to 74 yrs,70,74,2,female,pct,overweight,prevalence,0.146,0.115,0.178
6,CHN,China,1991,19,70 to 74 yrs,70,74,2,female,pct,obese,prevalence,0.031,0.021,0.043
6,CHN,China,1991,20,75 to 79 yrs,75,79,2,female,pct,obese,prevalence,0.025,0.016,0.036
6,CHN,China,1991,20,75 to 79 yrs,75,79,2,female,pct,overweight,prevalence,0.129,0.1,0.163
6,CHN,China,1991,21,80+ yrs,80,100,2,female,pct,obese,prevalence,0.021,0.014,0.031
6,CHN,China,1991,21,80+ yrs,80,100,2,female,pct,overweight,prevalence,0.123,0.094,0.159
6,CHN,China,1991,34,2 to 4 yrs,2,4,3,both,pct,obese,prevalence,0.09,0.071,0.112
6,CHN,China,1991,34,2 to 4 yrs,2,4,3,both,pct,overweight,prevalence,0.186,0.156,0.219
6,CHN,China,1991,36,"2 to 19 yrs, age-standardized",2,19,3,both,pct,overweight,prevalence,0.095,0.085,0.105
6,CHN,China,1991,36,"2 to 19 yrs, age-standardized",2,19,3,both,pct,obese,prevalence,0.046,0.04,0.052
6,CHN,China,1991,6,5 to 9 yrs,5,9,3,both,pct,obese,prevalence,0.055,0.043,0.068
6,CHN,China,1991,6,5 to 9 yrs,5,9,3,both,pct,overweight,prevalence,0.09,0.073,0.107
6,CHN,China,1991,7,10 to 14 yrs,10,14,3,both,pct,obese,prevalence,0.024,0.018,0.031
6,CHN,China,1991,7,10 to 14 yrs,10,14,3,both,pct,overweight,prevalence,0.079,0.065,0.097
6,CHN,China,1991,8,15 to 19 yrs,15,19,3,both,pct,obese,prevalence,0.019,0.014,0.027
6,CHN,China,1991,8,15 to 19 yrs,15,19,3,both,pct,overweight,prevalence,0.036,0.03,0.043
6,CHN,China,1991,9,20 to 24 yrs,20,24,3,both,pct,obese,prevalence,0.014,0.011,0.018
6,CHN,China,1991,9,20 to 24 yrs,20,24,3,both,pct,overweight,prevalence,0.048,0.042,0.055
6,CHN,China,1991,38,"20+ yrs, age-standardized",20,100,3,both,pct,obese,prevalence,0.021,0.02,0.023
6,CHN,China,1991,38,"20+ yrs, age-standardized",20,100,3,both,pct,overweight,prevalence,0.135,0.13,0.141
6,CHN,China,1991,10,25 to 29 yrs,25,29,3,both,pct,obese,prevalence,0.016,0.012,0.022
6,CHN,China,1991,10,25 to 29 yrs,25,29,3,both,pct,overweight,prevalence,0.075,0.066,0.085
6,CHN,China,1991,11,30 to 34 yrs,30,34,3,both,pct,overweight,prevalence,0.119,0.105,0.133
6,CHN,China,1991,11,30 to 34 yrs,30,34,3,both,pct,obese,prevalence,0.018,0.013,0.023
6,CHN,China,1991,12,35 to 39 yrs,35,39,3,both,pct,overweight,prevalence,0.122,0.108,0.137
6,CHN,China,1991,12,35 to 39 yrs,35,39,3,both,pct,obese,prevalence,0.017,0.013,0.022
6,CHN,China,1991,13,40 to 44 yrs,40,44,3,both,pct,overweight,prevalence,0.159,0.141,0.176
6,CHN,China,1991,13,40 to 44 yrs,40,44,3,both,pct,obese,prevalence,0.021,0.017,0.026
6,CHN,China,1991,14,45 to 49 yrs,45,49,3,both,pct,overweight,prevalence,0.163,0.145,0.184
6,CHN,China,1991,14,45 to 49 yrs,45,49,3,both,pct,obese,prevalence,0.02,0.015,0.025
6,CHN,China,1991,15,50 to 54 yrs,50,54,3,both,pct,overweight,prevalence,0.176,0.154,0.201
6,CHN,China,1991,15,50 to 54 yrs,50,54,3,both,pct,obese,prevalence,0.027,0.021,0.034
6,CHN,China,1991,16,55 to 59 yrs,55,59,3,both,pct,overweight,prevalence,0.217,0.19,0.245
6,CHN,China,1991,16,55 to 59 yrs,55,59,3,both,pct,obese,prevalence,0.031,0.024,0.038
6,CHN,China,1991,17,60 to 64 yrs,60,64,3,both,pct,obese,prevalence,0.029,0.023,0.036
6,CHN,China,1991,17,60 to 64 yrs,60,64,3,both,pct,overweight,prevalence,0.204,0.179,0.231
6,CHN,China,1991,18,65 to 69 yrs,65,69,3,both,pct,overweight,prevalence,0.192,0.166,0.219
6,CHN,China,1991,18,65 to 69 yrs,65,69,3,both,pct,obese,prevalence,0.028,0.022,0.035
6,CHN,China,1991,19,70 to 74 yrs,70,74,3,both,pct,obese,prevalence,0.027,0.02,0.034
6,CHN,China,1991,19,70 to 74 yrs,70,74,3,both,pct,overweight,prevalence,0.144,0.121,0.166
6,CHN,China,1991,20,75 to 79 yrs,75,79,3,both,pct,obese,prevalence,0.023,0.017,0.031
6,CHN,China,1991,20,75 to 79 yrs,75,79,3,both,pct,overweight,prevalence,0.123,0.102,0.146
6,CHN,China,1991,21,80+ yrs,80,100,3,both,pct,overweight,prevalence,0.121,0.099,0.149
6,CHN,China,1991,21,80+ yrs,80,100,3,both,pct,obese,prevalence,0.021,0.015,0.028
6,CHN,China,1992,34,2 to 4 yrs,2,4,1,male,pct,overweight,prevalence,0.194,0.148,0.249
6,CHN,China,1992,34,2 to 4 yrs,2,4,1,male,pct,obese,prevalence,0.092,0.066,0.123
6,CHN,China,1992,36,"2 to 19 yrs, age-standardized",2,19,1,male,pct,overweight,prevalence,0.108,0.094,0.124
6,CHN,China,1992,36,"2 to 19 yrs, age-standardized",2,19,1,male,pct,obese,prevalence,0.052,0.044,0.063
6,CHN,China,1992,6,5 to 9 yrs,5,9,1,male,pct,overweight,prevalence,0.104,0.078,0.133
6,CHN,China,1992,6,5 to 9 yrs,5,9,1,male,pct,obese,prevalence,0.063,0.046,0.085
6,CHN,China,1992,7,10 to 14 yrs,10,14,1,male,pct,obese,prevalence,0.033,0.023,0.046
6,CHN,China,1992,7,10 to 14 yrs,10,14,1,male,pct,overweight,prevalence,0.105,0.079,0.138
6,CHN,China,1992,8,15 to 19 yrs,15,19,1,male,pct,obese,prevalence,0.026,0.017,0.039
6,CHN,China,1992,8,15 to 19 yrs,15,19,1,male,pct,overweight,prevalence,0.04,0.031,0.051
6,CHN,China,1992,9,20 to 24 yrs,20,24,1,male,pct,obese,prevalence,0.015,0.01,0.022
6,CHN,China,1992,9,20 to 24 yrs,20,24,1,male,pct,overweight,prevalence,0.047,0.038,0.058
6,CHN,China,1992,38,"20+ yrs, age-standardized",20,100,1,male,pct,overweight,prevalence,0.126,0.118,0.133
6,CHN,China,1992,38,"20+ yrs, age-standardized",20,100,1,male,pct,obese,prevalence,0.019,0.017,0.021
6,CHN,China,1992,10,25 to 29 yrs,25,29,1,male,pct,obese,prevalence,0.018,0.012,0.027
6,CHN,China,1992,10,25 to 29 yrs,25,29,1,male,pct,overweight,prevalence,0.07,0.057,0.084
6,CHN,China,1992,11,30 to 34 yrs,30,34,1,male,pct,overweight,prevalence,0.113,0.094,0.134
6,CHN,China,1992,11,30 to 34 yrs,30,34,1,male,pct,obese,prevalence,0.018,0.012,0.026
6,CHN,China,1992,12,35 to 39 yrs,35,39,1,male,pct,overweight,prevalence,0.123,0.103,0.147
6,CHN,China,1992,12,35 to 39 yrs,35,39,1,male,pct,obese,prevalence,0.016,0.011,0.022
6,CHN,China,1992,13,40 to 44 yrs,40,44,1,male,pct,obese,prevalence,0.019,0.014,0.026
6,CHN,China,1992,13,40 to 44 yrs,40,44,1,male,pct,overweight,prevalence,0.143,0.12,0.171
6,CHN,China,1992,14,45 to 49 yrs,45,49,1,male,pct,overweight,prevalence,0.145,0.118,0.174
6,CHN,China,1992,14,45 to 49 yrs,45,49,1,male,pct,obese,prevalence,0.019,0.013,0.027
6,CHN,China,1992,15,50 to 54 yrs,50,54,1,male,pct,overweight,prevalence,0.16,0.132,0.192
